study_hours,attendance,previous_score,pass
7.2900716804098735,60,98,0
7.712703466859457,85,44,0
0.7404465173409036,59,43,0
3.5846572854427263,70,61,0
1.1586905952512971,69,57,0
8.631034258755935,97,74,1
6.232981268275579,57,56,0
3.308980248526492,85,89,0
0.6355835028602363,78,89,0
3.109823217156622,91,95,0
3.2518332202674705,61,63,0
7.29606178338064,63,41,0
6.3755747135521315,97,52,0
8.872127425763265,99,93,1
4.722149251619493,70,54,0
1.195942459383017,71,44,0
7.13244787222995,70,42,0
7.607850486168974,93,76,1
5.612771975694963,99,76,1
7.70967179954561,79,76,1
4.937955963643907,88,42,0
5.227328293819941,69,74,0
4.275410183585496,73,91,0
0.2541912674409519,72,62,0
1.0789142699330445,56,99,0
0.3142918568673425,58,67,0
6.364104112637804,50,99,0
3.143559810763267,75,69,0
5.085706911647028,87,57,0
9.07566473926093,87,97,1
2.4929222914887497,93,91,0
4.103829230356297,71,75,0
7.555511385430487,93,72,1
2.2879816549162246,59,65,0
0.7697990982879299,55,87,0
2.8975145291376805,66,79,0
1.6122128725400442,99,56,0
9.29697652342573,87,79,1
8.08120379564417,73,46,0
6.334037565104235,59,96,0
8.714605901877178,57,47,0
8.036720768991145,70,92,0
1.8657005888603584,55,95,0
8.925589984899778,70,70,0
5.393422419156507,88,98,1
8.074401551640625,73,97,1
8.960912999234932,82,51,0
3.1800347497186388,67,87,0
1.1005192452767676,77,70,0
2.279351625419417,81,83,0
4.271077886262563,61,58,0
8.18014765922493,97,49,0
8.607305832563434,91,78,1
0.06952130531190703,76,51,0
5.107473025775658,59,59,0
4.17411003148779,95,76,0
2.2210781047073027,91,87,0
1.198653673336828,81,80,0
3.3761517140362796,91,46,0
9.429097039125192,75,91,1
3.2320293202075523,74,93,0
5.187906217433661,60,97,0
7.030189588951778,72,53,0
3.63629602379294,83,50,0
9.717820827209607,89,46,0
9.624472949421111,72,68,1
2.5178229582536416,78,49,0
4.972485058923855,80,68,0
3.0087830981676964,56,48,0
2.848404943774676,89,75,0
0.36886947354532795,82,87,0
6.095643339798968,70,49,0
5.026790232288615,51,58,0
0.5147875124998935,67,95,0
2.7864646423661146,96,70,0
9.082658859666537,82,56,0
2.395618906669724,86,48,0
1.448948720912231,83,84,0
4.89452760277563,69,72,0
9.856504541106007,84,73,1
2.4205527151150044,99,84,0
6.721355474058786,67,63,0
7.616196153287175,95,48,0
2.3763754399239967,73,46,0
7.282163486118596,57,55,0
3.677831327192532,79,58,0
6.3230583059357945,93,78,1
6.335297107608947,59,45,0
5.357746840747585,72,89,1
0.902897700544083,98,90,0
8.35302495589238,60,50,0
3.2078006497173583,51,51,0
1.8651851039985423,75,97,0
0.40775141554763916,85,81,0
5.908929431882418,82,52,0
6.775643618422825,96,51,0
0.16587828927856152,62,60,0
5.12093058299281,89,49,0
2.2649577519793795,74,59,0
6.451727904094499,53,89,0
1.7436642900499144,91,75,0
6.90937738102466,68,67,0
3.867353463005374,67,63,0
9.367299887367345,86,44,0
1.3752094414599325,79,76,0
3.410663510502585,68,99,0
1.1347352124058907,72,51,0
9.246936182785628,65,97,0
8.77339353380981,50,74,0
2.579416277151556,61,79,0
6.59984046034179,73,93,1
8.172222002012159,83,41,0
5.5520081159946235,57,89,0
5.296505783560065,67,80,0
2.418522909004517,97,84,0
0.9310276780589921,54,78,0
8.972157579533267,75,81,1
9.004180571633304,79,48,0
6.33101457273268,62,61,0
3.390297910487007,68,86,0
3.492095746126609,78,44,0
7.259556788702394,52,51,0
8.971102599525771,75,40,0
8.870864242651173,89,83,1
7.798755458576238,61,61,0
6.420316461542877,51,77,0
0.8413996499504883,60,90,0
1.6162871409461377,93,58,0
8.985541885270793,77,55,0
6.0642905965958995,67,70,0
0.09197051616629648,62,90,0
1.014715428660321,86,42,0
6.635017691080558,71,62,1
0.05061583846218687,61,81,0
1.6080805141749865,51,98,0
5.487337893665861,86,57,0
6.918951976926932,56,65,0
6.519612595026006,75,52,0
2.242693094605598,75,97,0
7.121792213475358,73,57,0
2.3724908749680007,61,42,0
3.2539969815926773,65,97,0
7.464914051180242,72,99,1
6.496328990472147,89,62,1
8.49223410494178,58,42,0
6.576128923003433,81,94,1
5.683086033354716,64,64,0
0.9367476782809248,86,66,0
3.6771580305943354,62,97,0
2.6520236768172545,54,83,0
2.4398964337908358,60,66,0
9.730105547524456,59,91,0
3.930977246667604,62,78,0
8.920465551771134,90,64,1
6.311386259972629,95,63,1
7.948113035416484,99,47,0
5.026370931051921,64,48,0
5.769038846263591,91,85,1
4.925176938188639,56,76,0
1.952429877980445,89,69,0
7.224521152615053,77,92,1
2.807723624408558,81,58,0
0.2431596643145384,84,92,0
6.454722959071678,64,55,0
1.7711067940704894,97,63,0
9.404585843529143,85,83,1
9.539285770025874,70,60,0
9.148643902204485,55,75,0
3.7015870025544437,50,79,0
0.15456616528867428,53,78,0
9.283185625877254,60,86,0
4.281841483173143,93,45,0
9.666548190436696,75,44,0
9.636199770892528,86,53,0
8.530094554673601,72,92,1
2.944488920695857,78,84,0
3.8509772860192526,70,81,0
8.511366715168569,97,89,1
3.1692200515627764,94,43,0
1.6949274668609249,94,47,0
5.568012624583502,98,63,1
9.36154774160781,76,50,0
6.96029796674973,88,56,0
5.700611700893649,89,89,1
0.9717649377076854,62,60,0
6.150072266991698,72,96,1
9.900538501042632,65,65,0
1.4008401523652403,79,82,0
5.183296523637368,53,87,0
8.773730719279554,89,83,1
7.407686177542044,65,84,0
6.97015740995268,80,66,1
7.024840839871093,91,55,0
3.5949115121975517,74,94,0
2.9359184426449336,93,65,0
8.093611554785136,61,92,0
8.101133946791808,75,72,1
8.670723185801037,86,70,1
9.132405525564714,97,87,1
5.113423988609378,82,86,1
5.015162946871996,77,45,0
7.9829517896677515,58,83,0
6.4996393077776515,61,47,0
7.019668772577034,54,46,0
7.95792669436101,77,73,1
8.900053418175663,84,83,1
3.379951568515358,54,92,0
3.75582952639944,83,53,0
0.93981939840869,95,55,0
5.78280140996174,83,82,1
0.35942273796742086,62,91,0
4.655980181324601,88,48,0
5.426446347075766,91,49,0
2.865412521282844,94,56,0
5.9083326056901075,97,51,0
0.3050024993904943,63,45,0
0.37348188749214417,60,58,0
8.226005606596583,91,82,1
3.601906414112629,87,80,0
1.2706051265188478,53,92,0
5.222432600548044,82,68,1
7.699935530986108,56,45,0
2.1582102749684315,90,98,0
6.228904758190002,57,64,0
0.85347464993768,86,96,0
0.516817211686077,59,63,0
5.31354631568148,92,64,1
5.406351216101065,64,55,0
6.374299014982066,87,91,1
7.260913337226615,64,55,0
9.758520794625346,54,45,0
5.163003483011953,78,76,1
3.2295647294124596,68,60,0
7.9518619476870365,59,43,0
2.708322512620742,61,73,0
4.389714207056361,53,67,0
0.7845638134226596,80,77,0
0.2535074341545751,67,80,0
9.626484146779251,65,67,0
8.359801205122059,89,56,0
6.95974206093698,85,53,0
4.089529444142698,74,46,0
1.7329432007084578,72,61,0
1.5643704267108605,61,90,0
2.502428981645953,83,40,0
5.4922666470612045,85,68,1
7.145959227000623,86,91,1
6.601973767177313,52,70,0
2.7993389694594284,58,69,0
9.54865280663194,67,96,0
7.378969166957685,92,54,0
5.543540525114007,84,57,0
6.117207462343522,83,74,1
4.196000624277899,90,89,0
2.4773098950115746,63,69,0
3.559726786512616,53,73,0
7.578461104643691,78,81,1
0.14393488629755868,90,50,0
1.1607264050691624,94,66,0
0.4600264202175275,99,63,0
0.40728802318970136,64,74,0
8.554605840110073,77,78,1
7.036578593800237,91,47,0
4.741738290873252,65,90,0
0.9783416065100148,61,57,0
4.916158751168323,54,52,0
4.734717707805657,83,84,0
1.7320186991001518,91,63,0
4.33851649237973,50,90,0
3.9850473439737346,88,62,0
6.158500980522165,81,51,0
6.350936508676438,75,88,1
0.4530400977204452,66,69,0
3.746126146264712,97,70,0
6.258599157142363,76,67,1
5.031362585800877,73,61,1
8.564898411883222,84,83,1
6.58693631618945,95,67,1
1.629344270814297,91,52,0
0.7056874740042984,88,64,0
6.424192782063156,75,83,1
0.26511310541621813,98,90,0
5.8577558127346325,87,85,1
9.402302414249576,72,46,0
5.75474177875879,71,84,1
3.881699262065219,53,45,0
6.432882184423532,98,63,1
4.582528904915167,58,58,0
5.45616789315935,53,58,0
9.41464808776525,56,75,0
3.8610263780077423,72,90,0
9.611905638239142,51,48,0
9.053506419560637,98,87,1
1.9579113478929644,73,98,0
0.6936130087516545,89,75,0
1.0077800137742665,80,77,0
0.18221825651549728,96,79,0
0.944429607559284,80,98,0
6.830067734163569,96,68,1
0.7118864846022899,89,63,0
3.189756302937613,97,87,0
8.448753109694545,92,44,0
0.23271935735825866,83,92,0
8.144684825889358,73,93,1
2.8185477477339993,98,81,0
1.1816482762165625,75,94,0
6.967371653641506,65,84,0
6.28942846779884,96,65,1
8.77472013527053,62,53,0
7.350710438038858,64,78,0
8.034809303848485,76,68,1
2.820345725713065,53,91,0
1.7743954377972282,65,45,0
7.506147516408584,79,46,0
8.06834739267264,93,76,1
9.905051420006734,79,92,1
4.126176769114265,85,57,0
3.720180857927832,52,62,0
7.764129607419968,71,83,1
3.4080354025301784,98,77,0
9.307573256035647,71,98,1
8.584127518430119,99,40,0
4.289940273750183,99,43,0
7.508710677914974,98,90,1
7.545428740846823,61,83,0
1.031238688359326,70,86,0
9.025529066795666,53,74,0
5.052523724478571,80,62,1
8.264574661077416,93,66,1
3.2004960103061175,80,99,0
8.955232284962005,72,65,1
3.892016787341631,69,91,0
0.1083765148029836,64,99,0
9.053819764192637,72,47,0
0.9128667678613356,77,82,0
3.1931363759041487,65,55,0
9.50061967050805,86,80,1
9.506071469375561,70,42,0
5.734378881232861,64,71,0
6.318372121697992,66,44,0
4.4844552197831975,99,59,0
2.9321077169806453,86,53,0
3.2866454536991596,62,99,0
6.725184560770384,68,71,0
7.5237452943768,79,65,1
7.915790437258485,94,86,1
7.896181427945539,67,45,0
0.9120610304869037,63,98,0
4.944203047025814,85,97,0
0.5755876001664428,85,75,0
5.495288823237355,69,79,0
4.41530501373377,68,90,0
8.877041827582998,94,98,1
3.5091501255207866,93,44,0
1.1706701642760586,56,52,0
1.4299168205283586,93,71,0
7.615106317174723,53,55,0
6.182180633162611,83,40,0
1.0112267612279024,51,52,0
0.8410680611499743,54,93,0
7.009691314591199,59,50,0
0.7276300636419353,81,92,0
8.218600592903563,91,47,0
7.062422271564962,90,64,1
0.8134878064189976,62,79,0
0.8483771408519192,88,71,0
9.866395785011754,54,63,0
3.742707957561203,59,67,0
3.706421470668909,59,53,0
8.127995672575025,87,84,1
9.472485773838587,76,42,0
9.860010638228708,70,75,0
7.533781852589416,57,66,0
3.762595855309158,50,59,0
0.8350071669866876,77,86,0
7.771469159274368,98,54,0
5.58404249735805,88,66,1
4.242220092469763,63,92,0
9.06354385094736,70,84,0
1.1119748230615134,79,80,0
4.926251042908591,70,67,0
0.11353644767419069,98,64,0
4.6866064199412625,58,81,0
0.5630327568183735,66,83,0
1.1881791626807192,54,85,0
1.1752624677710488,80,72,0
6.492103021160636,89,85,1
7.460448792654233,87,53,0
5.833687650971596,92,47,0
9.621725484745419,68,87,0
3.748705795237041,85,53,0
2.8571208628186073,99,40,0
8.685991281894603,82,55,0
2.235958385194526,62,57,0
9.632225394406113,63,46,0
0.12154474689816341,82,54,0
9.69878826707639,78,63,1
0.43159911950576113,92,88,0
8.911431136980712,98,90,1
5.277011090862999,85,94,1
9.929647961193004,93,52,0
0.7379656473539886,59,48,0
5.538542844013207,80,95,1
9.69302535619099,55,95,0
5.230978441701488,50,54,0
6.293986381352625,56,96,0
6.957486889846171,76,97,1
4.545410647677732,70,74,0
6.275580800840634,77,63,1
5.843143119231002,65,72,0
9.01158010490989,95,55,0
0.4544638034145787,72,47,0
2.809631895922303,69,68,0
9.504114840765588,87,62,1
8.902637838909163,74,84,1
4.55656752785713,77,70,0
6.201325978015367,54,79,0
2.7738118298113266,70,88,0
1.881211597237613,67,93,0
4.636984049399821,96,94,0
3.533522280260528,55,53,0
5.836561118508721,78,98,1
0.7773463696498484,68,92,0
9.743948076661665,82,69,1
9.86210744479603,50,92,0
6.981617140197452,94,78,1
5.360963663441204,52,66,0
3.0952761628632777,91,86,0
8.137950197069486,70,55,0
6.847311725538793,84,90,1
1.626169393448913,90,45,0
9.109271844938425,89,94,1
8.22537242923169,52,72,0
9.49799913291924,74,83,1
7.2571950838836,94,57,0
6.134151959357899,87,55,0
4.182430362906189,94,51,0
9.327284833540133,69,59,0
8.660638895004084,93,84,1
0.45218670106189407,94,79,0
0.26366974497252005,83,98,0
3.7646336687804958,70,68,0
8.105533307818328,97,69,1
9.872761293149445,72,65,1
1.5041689110352818,55,61,0
5.941307153521351,62,72,0
3.8089085663102153,98,97,0
9.699143978146033,72,92,1
8.421189231357086,58,78,0
8.383287047111379,66,86,0
4.686931597949703,51,68,0
4.148195023376652,68,61,0
2.7340707193070624,68,84,0
0.5637549665092711,56,52,0
8.647223762550531,91,99,1
8.129010091300776,91,48,0
9.997176732861305,69,63,0
9.966368370739055,58,54,0
5.5543170560262745,66,75,0
7.689874151805105,76,52,0
9.44765729882428,96,66,1
8.496473906774115,51,83,0
2.4734810174319763,85,76,0
4.505441353100935,68,46,0
1.2915941515149498,66,47,0
9.540510272587223,54,76,0
6.0617463445088005,88,80,1
2.2864280550346274,67,53,0
6.7170068440585675,56,97,0
6.181282404578958,66,51,0
3.5816271803284048,88,75,0
1.1355759219962902,85,91,0
6.715731955927996,89,79,1
5.2030770090379335,94,56,0
7.723183917356393,53,79,0
5.201635011119934,87,92,1
8.5218150031854,74,68,1
5.519068387744856,54,66,0
5.609379715353863,79,40,0
8.76653602658345,61,91,0
4.034828662123971,53,73,0
1.3401522845064073,73,43,0
0.28782676313338973,78,63,0
7.55137255673619,58,60,0
6.203095513534647,53,72,0
7.0407976809922355,73,46,0
2.129641615089107,63,40,0
1.3637147558676976,54,80,0
0.14544665667881929,67,42,0
3.5058755880659698,91,83,0
5.899176868546331,68,90,0
3.922440450997323,61,54,0
4.374749220237291,67,70,0
9.041586944937483,66,93,0
3.4825546702330037,79,55,0
5.139894891598108,73,49,0
7.8365301274114305,60,93,0
3.9654278232127016,84,68,0
6.220867002278735,72,98,1
8.623637087467452,66,98,0
9.495206236576422,50,45,0
1.4707348092903794,64,68,0
9.265876251614944,81,56,0
4.921162930795382,58,92,0
2.5824438829895833,64,99,0
4.591357562382613,77,61,0
9.800325752854771,73,63,1
4.926180939928696,84,56,0
3.287516102875082,71,60,0
6.334008543167258,76,90,1
2.401456187781931,68,89,0
0.7586332810866392,94,50,0
1.2887972191064923,61,95,0
1.2804583895777244,69,46,0
1.5190269351229435,50,81,0
1.3882717264941014,70,78,0
6.4087474480321465,98,44,0
1.8188008439914483,94,83,0
3.456672833238632,50,87,0
8.967884099060118,59,96,0
4.739616402628723,96,60,0
6.675577385210271,81,57,0
1.7231987120162984,88,74,0
1.9228901880867078,71,59,0
0.40868616266478863,67,54,0
1.6893506307216455,97,44,0
2.7859033903195862,95,52,0
1.7701048427674682,81,90,0
0.8870253375705561,76,51,0
1.206358711006008,77,94,0
4.607787680327258,67,60,0
2.063337184057925,88,76,0
3.6426986104807546,98,45,0
5.034172708548569,78,46,0
6.903948286293653,67,65,0
0.39312139841098936,93,81,0
7.994103989090426,57,87,0
6.279003894909078,80,47,0
0.8175903194887191,83,48,0
8.735786241067773,56,66,0
9.208724005318132,85,43,0
0.6107795985486375,67,60,0
2.7687764814720373,87,70,0
8.062012797930613,58,60,0
7.482596903836583,58,79,0
1.8452101935637732,95,64,0
2.093493233367103,57,78,0
3.70472102791382,84,54,0
4.845229851910213,67,92,0
6.1825477153029595,54,74,0
3.689136395697724,63,88,0
4.625347161331479,77,82,0
7.474709381337565,79,80,1
0.366832028905979,53,76,0
2.5243694434402073,88,96,0
7.133495858845524,69,81,0
8.952068376871994,74,86,1
5.116774421156661,77,67,1
5.321134852653157,61,53,0
1.0717201133977605,51,43,0
4.474123668234546,92,92,0
5.326172664550231,63,59,0
2.4247050363472966,71,73,0
2.6924323094938094,80,51,0
3.7728416310462265,72,72,0
0.20071197777726368,97,63,0
3.220791655831783,69,59,0
2.1144800699654462,87,44,0
3.2749735217791462,53,77,0
1.1976213181925122,64,69,0
8.90527280739895,73,63,1
5.935924535540487,74,82,1
6.791023191444896,50,79,0
7.891712386073383,56,46,0
4.984421989290572,80,75,0
0.8692028808742369,61,77,0
5.371065418185478,91,55,0
5.868411180208791,54,91,0
7.4543947418433,93,54,0
4.316595462296794,99,85,0
1.2758030279556376,91,62,0
2.8377590579872445,87,51,0
3.630822963986351,61,68,0
6.459172413316012,88,83,1
5.707783046689119,67,87,0
3.5609672589784624,51,54,0
9.865152487929796,59,68,0
6.057748193568871,64,84,0
2.372267917359945,79,82,0
1.0178247262040374,93,88,0
1.5285913918433203,66,60,0
2.459577283845081,53,54,0
1.6068137325955567,56,53,0
1.8656702405130576,90,81,0
2.850951686938471,80,83,0
1.7337359529475482,88,55,0
8.967654246264251,83,54,0
0.8023374566164221,55,81,0
5.245113895702547,99,43,0
4.103968269896615,87,66,0
9.823786169086064,94,62,1
1.1203890216805235,83,68,0
3.9785559904574166,93,80,0
9.69470433275369,64,92,0
8.655071258939802,63,91,0
8.1707207094928,55,48,0
2.579028270449398,99,92,0
1.7088758739006582,86,96,0
6.68643219924431,99,95,1
9.293759891275858,81,91,1
5.567628930139298,52,82,0
5.7161268946989985,52,82,0
2.7997909366028417,71,46,0
7.694929331919369,71,92,1
1.8704374855752337,59,81,0
3.2367923640424365,52,43,0
4.254364386164168,61,44,0
5.07610378684455,78,44,0
2.4240973241508024,97,50,0
1.1483682473920354,66,80,0
6.1062004244163255,56,67,0
2.8863055324025577,62,55,0
5.812382214226123,51,80,0
1.5436271527420231,53,93,0
4.811401018548175,59,69,0
5.325894325515859,88,43,0
0.5182353682242691,73,41,0
3.366042781939206,66,85,0
1.3441467693897424,55,42,0
0.6337497047276774,68,89,0
9.899602323899453,54,60,0
3.2235384497472297,81,45,0
8.09874445854635,59,82,0
2.5464065476376385,58,92,0
6.8150272222392925,76,57,0
7.6022785988968655,62,83,0
5.956387406078443,68,44,0
4.715761885501584,70,48,0
4.118409141472686,73,59,0
3.4886826654299528,87,67,0
9.29529144247826,53,65,0
8.306194077877292,73,57,0
9.650269106665126,84,58,0
1.2429722348554473,52,42,0
7.308674752036443,53,48,0
9.383404568210379,86,75,1
1.8123306616566015,89,70,0
0.664962673667775,97,88,0
7.4112064929005905,84,56,0
5.744731131799119,80,94,1
8.41828776758272,93,62,1
1.397723766262895,74,73,0
7.952673118598902,89,80,1
2.0162732004774453,62,80,0
1.636559428657045,53,44,0
1.6426579793099294,95,54,0
8.14574720231382,63,86,0
6.651972206962001,62,42,0
5.230654247691193,76,58,0
3.5883048412350247,55,67,0
8.772005408131083,66,42,0
3.924451074226354,85,77,0
8.16599439471577,89,43,0
4.391349085702184,98,63,0
3.769444294249076,84,70,0
4.626797856696064,66,84,0
3.0137787416414206,90,98,0
7.476093801762511,51,84,0
5.027203900924792,62,98,0
2.322126951468173,51,50,0
8.995745732745684,77,76,1
3.8389122137321143,92,40,0
5.435528611139886,75,48,0
9.06472110964547,71,56,0
6.242379959139921,96,93,1
1.1689804070836407,92,40,0
9.398321236134752,52,42,0
6.277080530714178,84,86,1
3.3490561465708613,61,65,0
1.3927207266338726,73,92,0
7.9402518927029595,54,70,0
6.200727559285135,69,65,0
5.334610919763215,88,62,1
8.938925830509577,88,69,1
7.885972112245307,62,49,0
1.5167487973275118,90,47,0
3.1172206779554825,94,83,0
2.4848913981446574,61,64,0
7.43946292572677,62,61,0
0.3353243473577938,59,54,0
5.698896848713165,82,98,1
7.624586857406905,89,80,1
8.767656367617494,65,95,0
3.4208174871590744,94,96,0
8.212573046720129,84,49,0
1.1063173695520723,52,59,0
8.464522917345182,54,80,0
1.2748866233198242,75,86,0
3.9728729056036727,60,62,0
7.972953657795536,56,92,0
1.4991742734877378,59,92,0
2.2925139523264146,91,40,0
7.222525683930662,83,41,0
7.200365365460744,52,97,0
6.411476328852973,57,58,0
6.939484444671001,80,53,0
5.427244433475962,60,47,0
2.5179905890695276,94,77,0
3.4569599350391944,56,51,0
1.8159771680142567,94,65,0
9.084505613336283,51,66,0
5.833917947661204,55,68,0
4.008514167636399,90,54,0
4.620058036441327,81,85,0
9.472833396118153,69,92,0
1.533514031160802,83,40,0
5.862298320167972,99,99,1
5.05888678884466,65,82,0
6.1145423543464785,74,67,1
0.18110183820840509,61,96,0
8.721239089441514,56,42,0
9.321182824836123,88,90,1
5.65133183589209,66,57,0
6.966508238768922,94,91,1
9.224993811772958,60,99,0
7.072386343133986,55,73,0
1.5253904291426135,72,71,0
5.762883601668132,76,68,1
6.067150463828559,95,64,1
4.24130671302386,55,99,0
7.3644423562472285,87,65,1
9.343670147690148,51,78,0
9.255685129067764,71,47,0
4.508393714041321,69,58,0
1.1323804584075525,74,93,0
9.848411989623346,64,86,0
8.388980864459342,98,81,1
1.2466268120326685,78,61,0
9.208418826173723,57,68,0
8.698963620621283,86,72,1
5.188380571260721,98,77,1
5.912754357449293,82,84,1
3.9900270387013026,71,85,0
0.5476163882203133,99,74,0
3.3519724164590095,96,82,0
8.028534485980114,54,42,0
0.04632023004602859,88,58,0
3.334991716911442,67,49,0
3.9816869359094333,87,66,0
5.373956029379229,86,54,0
9.198556164127606,79,50,0
3.4634599436596125,80,86,0
3.469532018962277,59,65,0
7.3750124810974835,64,98,0
4.522179408898071,91,63,0
2.2460482293998196,97,52,0
4.524395161326934,93,71,0
1.4085702037979986,67,76,0
1.763869865062233,72,43,0
4.983677727394797,82,52,0
4.189254495045479,65,48,0
9.148459010681,87,96,1
3.623938991166331,84,88,0
5.805883502780435,83,73,1
6.322642879195303,77,95,1
0.13094456588333636,51,76,0
6.635373720167106,79,87,1
1.7803596686975143,62,46,0
9.610703174694551,90,40,0
1.4866272775311296,65,99,0
4.146241237270237,54,97,0
0.8534966807864386,77,51,0
9.968742518459473,88,60,0
5.021950103312426,94,50,0
5.953850173200438,69,83,0
0.6707647738842748,73,90,0
7.499604703991778,76,97,1
2.0990559309558576,79,83,0
8.980542894407137,94,83,1
2.0513964048200717,76,53,0
1.9068772066366657,75,73,0
0.3654966784809488,56,73,0
4.720669451099992,91,64,0
5.648411332626164,96,43,0
0.6570863942835237,87,91,0
7.755276166950106,54,94,0
4.532888347480276,72,65,0
5.243902693275801,77,55,0
4.407627469382281,83,49,0
4.00763060875326,64,84,0
5.596403313082179,81,41,0
1.552402459307125,75,74,0
1.8192813049527112,97,58,0
8.617856210135173,80,45,0
9.461154621336327,68,58,0
3.7330931627975295,58,98,0
2.707446731435538,78,92,0
6.439995432390157,88,91,1
4.087341710980964,53,90,0
0.2538635566034486,52,47,0
1.5615259736619036,78,53,0
7.159722288473976,60,49,0
6.589239419101514,82,42,0
0.2709599250348349,87,77,0
2.219721619329494,60,68,0
2.310747965880714,76,54,0
6.718927435987284,82,62,1
0.19710537754364155,70,62,0
1.0410858198457384,88,57,0
7.999160853731894,80,85,1
1.7854466205433361,87,58,0
6.527461078518747,95,67,1
2.381827810467265,51,65,0
0.9944139275934516,76,49,0
2.4317219099945406,85,86,0
7.2226693185565916,60,43,0
8.556964681062858,96,94,1
8.302198645669916,67,41,0
3.9718352961845484,50,42,0
6.680851365706461,84,46,0
2.0498429541582097,84,94,0
2.9314773026101326,80,55,0
8.963358185211197,77,70,1
0.13001923510736035,88,49,0
0.8550853085446808,50,58,0
2.078862551460273,74,67,0
0.26532203873819715,92,56,0
1.8143543508979731,87,67,0
5.830415609696922,69,58,0
4.214245505924979,52,76,0
8.926717110769749,51,62,0
8.17443561738441,67,59,0
3.4181735169787597,93,52,0
2.594234334312925,59,52,0
3.7969240816726693,54,82,0
5.902949425148077,58,50,0
2.6806364082287626,51,87,0
6.24148907849134,83,54,0
4.0941165219124045,87,56,0
5.520471808519803,80,93,1
4.361265291353167,59,89,0
2.9446575954191765,99,67,0
9.484533069621566,61,58,0
7.636057941597608,85,43,0
1.4011317576645255,70,61,0
8.684679758979128,98,61,1
4.874311982495136,96,94,0
8.945522268940914,55,76,0
7.998552559473152,97,78,1
4.252135044692334,98,73,0
0.22469308320117398,52,72,0
2.686773593849461,59,83,0
5.416342146608669,54,81,0
6.334782198261473,95,79,1
2.578876854332023,75,72,0
1.3935607407282413,70,51,0
8.34930236799299,94,41,0
9.84402180703552,75,98,1
5.256901823026858,87,67,1
1.716792858483035,93,49,0
2.7230732651936895,75,61,0
0.18390676547466733,57,56,0
9.14298806560499,54,65,0
1.1775108289014113,64,42,0
5.765164755142536,65,46,0
2.74055220687206,50,83,0
5.541780025157934,65,47,0
6.514203883518642,86,59,0
8.297418037072017,52,51,0
2.064212717606032,96,74,0
0.10995828658480478,80,56,0
1.3688563006880727,62,67,0
9.00018641848105,65,80,0
8.738900775625153,92,49,0
5.974131021703083,70,61,0
6.005168604336534,51,77,0
6.650366745462555,76,96,1
1.753712786234496,87,72,0
9.144119459249598,75,61,1
4.187705248920731,87,83,0
3.8313852824949746,95,76,0
5.189177052828375,74,52,0
0.46965966775055046,60,66,0
1.662833687560794,57,54,0
7.380336164263705,57,61,0
0.8279866792512647,82,69,0
6.031521094663882,56,82,0
2.4534910968132095,87,79,0
3.8929561404197655,70,76,0
2.8869373677069987,57,73,0
3.5567271646494913,70,83,0
7.1904590518424545,69,99,0
2.9712171562317504,57,73,0
5.664046402968972,95,97,1
4.760504021990997,80,87,0
6.636711653626481,99,92,1
9.36829739324758,78,74,1
7.325720972102503,97,81,1
